Make,Year,EngineFuelType,EngineHP,EngineCylinders,TransmissionType,DrivenWheels,NumberofDoors,MarketCategory,VehicleSize,VehicleStyle,highwayMPG,citympg,Popularity,MSRP
BMW,2016,premium unleaded (required),493,6,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3916,133205
BMW,2015,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,64200
BMW,2015,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,72500
BMW,2016,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,74200
BMW,2016,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,65700
BMW,2017,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,74700
BMW,2017,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,66200
BMW,2014,premium unleaded (required),552,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,92900
BMW,2015,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,93600
BMW,2016,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,94100
BMW,2015,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,115700
BMW,2016,premium unleaded (required),552,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,117200
BMW,2017,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,117500
BMW,2015,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,14,3916,118200
BMW,2015,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,111900
BMW,2016,premium unleaded (required),552,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,14,3916,119700
BMW,2016,premium unleaded (required),552,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,113400
BMW,2017,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,113700
BMW,2017,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,15,3916,120000
BMW,2001,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,15,3916,44990
BMW,2001,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,23,15,3916,45990
BMW,2002,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,17,3916,44990
BMW,2006,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,22,14,3916,49300
BMW,2006,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,22,14,3916,51300
Audi,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,32500
Audi,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,36400
Audi,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,38500
Audi,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,34600
Audi,2016,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,38600
Audi,2016,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,40700
Audi,2016,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,33700
Audi,2016,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,35800
Audi,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,34500
Audi,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,41300
Audi,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,36600
Audi,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,33900
Audi,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,31800
Audi,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,39200
Audi,2015,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,52900
Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,47500
Audi,2015,premium unleaded (required),245,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,24,3105,51900
Audi,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3105,42200
Audi,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3105,39300
Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,55000
Audi,2015,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,45400
Audi,2016,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,53500
Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3105,40900
Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3105,42750
Audi,2016,premium unleaded (required),245,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,24,3105,52500
Audi,2016,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,46000
Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,48100
Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,57700
Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,50200
Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105,55600
Audi,2017,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,53200
Audi,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury",Midsize,4dr SUV,27,20,3105,40900
Audi,2017,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,46400
Audi,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury",Midsize,4dr SUV,27,20,3105,43150
Audi,2014,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,64900
Audi,2014,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,52900
Audi,2014,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,60900
Audi,2014,premium unleaded (required),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,47700
Audi,2014,premium unleaded (required),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,53700
Audi,2014,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,58900
Audi,2015,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,61900
Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,53400
Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,59900
Audi,2015,premium unleaded (required),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,54800
Audi,2015,premium unleaded (required),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105,48300
Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,65400
Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Large,4dr SUV,25,19,3105,58800
Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Large,4dr SUV,25,19,3105,64300
Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Large,4dr SUV,25,19,3105,54800
Audi,2014,premium unleaded (required),525,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,19,12,3105,164700
Audi,2014,premium unleaded (required),430,8,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,20,11,3105,128400
Audi,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,13,3105,179645
Audi,2014,premium unleaded (required),525,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,13,3105,173800
Audi,2014,premium unleaded (required),430,8,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,23,14,3105,137500
Audi,2014,premium unleaded (required),525,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,19,12,3105,151200
Audi,2014,premium unleaded (required),430,8,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,23,14,3105,124000
Audi,2014,premium unleaded (required),430,8,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,20,11,3105,114900
Audi,2014,premium unleaded (required),525,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,13,3105,160300
Audi,2014,premium unleaded (required),550,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,19,12,3105,170545
Audi,2015,premium unleaded (required),550,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,13,3105,199600
Audi,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,23,14,3105,138400
Audi,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,23,14,3105,124900
Audi,2015,premium unleaded (required),525,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,19,12,3105,166100
Audi,2015,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,13,3105,199900
Audi,2015,premium unleaded (required),550,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,13,3105,182500
Audi,2015,premium unleaded (required),525,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,13,3105,162900
Audi,2015,premium unleaded (required),430,8,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,20,11,3105,115900
Audi,2015,premium unleaded (required),430,8,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,20,11,3105,129400
Audi,2015,premium unleaded (required),550,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,19,12,3105,190600
Audi,2015,premium unleaded (required),525,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,19,12,3105,153900
Audi,2015,premium unleaded (required),525,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,13,3105,175100
Audi,2015,premium unleaded (required),550,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,19,12,3105,173500
Audi,2017,premium unleaded (required),540,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,14,3105,162900
Audi,2017,premium unleaded (required),610,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,14,3105,189900
Audi,2007,premium unleaded (required),420,8,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,20,13,3105,66000
Audi,2008,premium unleaded (required),420,8,MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,12,3105,81900
Audi,2008,premium unleaded (required),420,8,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,20,13,3105,66910
Audi,2013,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,23,16,3105,77900
Audi,2013,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,68900
Audi,2014,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,69600
Audi,2014,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,16,3105,77900
Audi,2015,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,16,3105,79200
Audi,2015,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,70900
Audi,2003,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,20,14,3105,82700
Audi,2015,premium unleaded (required),560,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,16,3105,106500
Audi,2016,premium unleaded (required),560,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,15,3105,108900
Audi,2017,premium unleaded (required),560,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,15,3105,110700
Audi,2015,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,41100
Audi,2015,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,47000
Audi,2016,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,42500
Audi,2016,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,48650
Audi,2017,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,28,21,3105,48400
Audi,2017,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,28,21,3105,42900
Audi,2014,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,49500
Audi,2014,premium unleaded (required),333,6,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,54000
Audi,2014,premium unleaded (required),333,6,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,48100
Audi,2014,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,55400
Audi,2015,premium unleaded (required),333,6,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,48400
Audi,2015,premium unleaded (required),333,6,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,54300
Audi,2015,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,55700
Audi,2015,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,49800
Audi,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,56100
Audi,2016,premium unleaded (required),333,6,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,55100
Audi,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,50200
Audi,2016,premium unleaded (required),333,6,MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,49200
Audi,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26,18,3105,67350
Audi,2016,premium unleaded (required),333,6,MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3105,59350
Audi,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26,18,3105,61100
Audi,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28,18,3105,54100
Audi,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28,18,3105,60350
Audi,2016,premium unleaded (required),333,6,MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3105,53100
Audi,2017,premium unleaded (required),333,6,MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3105,53100
Audi,2017,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26,18,3105,61100
Audi,2017,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28,18,3105,54100
Audi,2015,premium unleaded (required),420,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,17,3105,75500
Audi,2016,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,70900
Audi,2016,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,75300
Audi,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,74100
Audi,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,70900
Audi,2015,premium unleaded (required),420,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,82500
Audi,2016,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,82900
Audi,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,82900
Audi,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,79900
Audi,2015,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,114900
Audi,2016,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,16,3105,114900
Audi,2016,premium unleaded (required),605,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,15,3105,114900
Audi,2017,premium unleaded (recommended),605,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3105,115900
Audi,2015,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,24,17,3105,52700
Audi,2015,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,24,17,3105,60200
Audi,2016,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,53300
Audi,2016,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,60800
Audi,2017,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,60800
Audi,2017,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,53300
Audi,2012,premium unleaded (required),360,5,MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,18,3105,56850
Audi,2013,premium unleaded (required),360,5,MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,18,3105,57200
Audi,2015,premium unleaded (recommended),211,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,31,22,3105,43350
Audi,2015,premium unleaded (recommended),211,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Coupe,31,22,3105,40350
Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,23,3105,42900
Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,30,23,3105,46400
Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,30,23,3105,47000
Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,23,3105,43500
Audi,2015,premium unleaded (required),265,4,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Compact,Convertible,31,22,3105,51700
Audi,2015,premium unleaded (required),265,4,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Compact,Coupe,31,22,3105,48700
Audi,2016,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Compact,Coupe,27,23,3105,51900
Audi,2017,premium unleaded (required),292,4,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,27,23,3105,52500
Audi,1992,petrol,276,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,18,13,3105,2000
Audi,1993,petrol,276,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,18,13,3105,2149
Audi,1994,petrol,276,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,18,13,3105,2239
BMW,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,34,23,3916,31200
BMW,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,32,22,3916,33000
BMW,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,18,3916,39100
BMW,2016,premium unleaded (required),228,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,32,22,3916,34800
BMW,2017,premium unleaded (required),228,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,32,23,3916,33100
BMW,2017,premium unleaded (required),228,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,31,22,3916,35100
BMW,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,26,19,3916,45500
BMW,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,40500
BMW,2015,diesel,180,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42000
BMW,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,38500
BMW,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,38950
BMW,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,19,3916,46800
